Order Date,Ship Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,,Row Labels,Sum of Profit,,,,,,,
07-01-2019,09-01-2019,Office Supplies,Storage,61.02,3,0,0.6102,,1.988,-1.4413,,Skewness,1.223969076,,7786.605833,Average profit per month,
07-01-2019,09-01-2019,Office Supplies,Supplies,110.11,7,0,31.9319,,1.996,-3.2934,,Range,13,,255.998,Average profit per day,
07-01-2019,09-01-2019,Office Supplies,Fasteners,7.89,1,0,3.5505,,2.032,-1.3208,,Minimum,1,,61101.27167,Average sales per month,
08-01-2019,11-01-2019,Furniture,Tables,892.98,2,0,80.3682,,2.04,0.9588,,Maximum,14,,2008.808932,Average sales per day,
09-01-2019,13-01-2019,Office Supplies,Binders,274.491,3,0.7,-228.7425,,2.064,0.1548,,Sum,12476,,,,
12-01-2019,17-01-2019,Office Supplies,Paper,40.08,6,0,19.2384,,2.072,-3.5224,,Count,3312,,,,
12-01-2019,17-01-2019,Furniture,Furnishings,37.68,2,0,15.8256,,2.112,-3.3792,,,,,,,
12-01-2019,16-01-2019,Office Supplies,Envelopes,9.78,1,0,4.89,,2.202,-1.5414,,,,,,,
12-01-2019,16-01-2019,Office Supplies,Binders,760.98,5,0.8,-1141.47,,2.22,0.666,,Sales,,,Profit,,
13-01-2019,18-01-2019,Office Supplies,Paper,32.4,5,0,15.552,,2.224,0.556,,,,,,,
13-01-2019,18-01-2019,Office Supplies,Art,209.94,6,0,54.5844,,2.264,-5.2072,,Mean,221.3814176,,Mean,28.21233986,
13-01-2019,18-01-2019,Office Supplies,Supplies,4164.05,5,0,83.281,,2.296,-3.9032,,Standard Error,10.1695526,,Standard Error,4.202683456,
13-01-2019,18-01-2019,Furniture,Bookcases,212.94,3,0,53.235,,2.304,-3.5712,,Median,53.81,,Median,8.2968,
14-01-2019,15-01-2019,Office Supplies,Envelopes,21.744,1,0.2,7.3386,,2.313,-1.9275,,Mode,12.96,,Mode,0,
14-01-2019,15-01-2019,Technology,Phones,7.92,5,0.2,0.693,,2.368,0.8288,,Standard Deviation,585.2575313,,Standard Deviation,241.8643416,
14-01-2019,16-01-2019,Technology,Accessories,169.064,7,0.2,-14.7931,,2.376,0.7425,,Sample Variance,342526.3779,,Sample Variance,58498.35974,
14-01-2019,16-01-2019,Office Supplies,Storage,168.624,9,0.2,14.7546,,2.388,-1.8308,,Kurtosis,179.3055029,,Kurtosis,300.4536849,
14-01-2019,18-01-2019,Office Supplies,Envelopes,18.336,3,0.2,6.6468,,2.464,0.8624,,Skewness,10.55472573,,Skewness,8.217176714,
14-01-2019,18-01-2019,Office Supplies,Paper,36.288,7,0.2,12.7008,,2.48,0.868,,Range,13999.516,,Range,10559.9712,
14-01-2019,18-01-2019,Technology,Phones,111.984,2,0.2,6.999,,2.508,-1.8392,,Minimum,0.444,,Minimum,-3839.9904,
14-01-2019,18-01-2019,Office Supplies,Binders,5.97,5,0.7,-4.577,,2.52,0.1008,,Maximum,13999.96,,Maximum,6719.9808,
14-01-2019,18-01-2019,Office Supplies,Binders,2.508,2,0.7,-1.8392,,2.624,0.4264,,Sum,733215.2552,,Sum,93439.2696,
14-01-2019,19-01-2019,Office Supplies,Paper,154.9,5,0,69.705,,2.655,-1.8585,,Count,3312,,Count,3312,
14-01-2019,20-01-2019,Office Supplies,Storage,67.4,5,0,17.524,,2.688,-7.392,,,,,,,
14-01-2019,20-01-2019,Office Supplies,Fasteners,2.52,2,0,0.1008,,2.688,0.84,,,,,,,
14-01-2019,20-01-2019,Technology,Phones,67.8,4,0,1.356,,2.694,-4.7145,,,,,,,
14-01-2019,20-01-2019,Office Supplies,Storage,18.76,2,0,5.2528,,2.78,2.8078,,,,,,,
14-01-2019,20-01-2019,Technology,Accessories,12.12,4,0,2.5452,,2.784,0.4176,,,,,,,
14-01-2019,20-01-2019,Office Supplies,Paper,11.34,1,0,5.5566,,2.808,-1.9656,,,,,,,
14-01-2019,20-01-2019,Technology,Accessories,159.8,4,0,70.312,,2.864,-4.5824,,,,,,,
14-01-2019,20-01-2019,Furniture,Furnishings,18.96,2,0,8.532,,2.88,4.176,,,,,,,
15-01-2019,18-01-2019,Office Supplies,Appliances,34.384,1,0.2,3.8682,,2.896,-4.7784,,,,,,,
15-01-2019,18-01-2019,Office Supplies,Appliances,1924.16,8,0.2,312.676,,2.896,1.448,,,,,,,
15-01-2019,19-01-2019,Office Supplies,Paper,12.7,2,0,5.842,,2.91,1.3677,,,,,,,
15-01-2019,19-01-2019,Office Supplies,Art,21.4,5,0,6.206,,2.912,0.91,,,,,,,
15-01-2019,18-01-2019,Office Supplies,Binders,32.784,4,0.8,-52.4544,,2.934,-4.9878,,,,,,,
15-01-2019,18-01-2019,Technology,Accessories,47.984,2,0.2,14.3952,,2.944,-0.6624,,,,,,,
15-01-2019,18-01-2019,Technology,Accessories,62.592,8,0.2,13.3008,,2.946,-2.2586,,,,,,,
15-01-2019,18-01-2019,Office Supplies,Binders,4.276,1,0.8,-6.6278,,2.96,1.4208,,,,,,,
16-01-2019,16-01-2019,Furniture,Furnishings,27.92,4,0,8.0968,,2.96,-1.406,,,,,,,
16-01-2019,16-01-2019,Furniture,Tables,399.672,7,0.2,-14.9877,,2.97,1.3365,,,,,,,
16-01-2019,18-01-2019,Office Supplies,Binders,5443.96,4,0,2504.2216,,2.97,-0.6435,,,,,,,
16-01-2019,18-01-2019,Furniture,Chairs,302.67,3,0,72.6408,,3,1.05,,,,,,,
16-01-2019,18-01-2019,Office Supplies,Paper,56.07,7,0,25.2315,,3.024,-0.6048,,,,,,,
19-01-2019,23-01-2019,Office Supplies,Labels,6,2,0.2,2.1,,3.036,-5.0094,,,,,,,
19-01-2019,24-01-2019,Technology,Phones,429.6,2,0.4,-93.08,,3.036,-2.3276,,,,,,,
19-01-2019,24-01-2019,Furniture,Furnishings,31.968,2,0.2,6.3936,,3.048,1.0287,,,,,,,
19-01-2019,24-01-2019,Furniture,Chairs,887.271,3,0.3,-63.3765,,3.132,-2.61,,,,,,,
19-01-2019,24-01-2019,Office Supplies,Paper,21.696,4,0.2,7.0512,,3.15,1.512,,,,,,,
19-01-2019,23-01-2019,Office Supplies,Paper,79.92,4,0,37.5624,,3.168,-5.0688,,,,,,,
19-01-2019,23-01-2019,Office Supplies,Paper,12.28,1,0,5.7716,,3.168,-2.5344,,,,,,,
19-01-2019,23-01-2019,Office Supplies,Appliances,542.94,3,0,152.0232,,3.2,1.376,,,,,,,
19-01-2019,23-01-2019,Office Supplies,Envelopes,2.04,1,0,0.9588,,3.24,-5.184,,,,,,,
20-01-2019,23-01-2019,Furniture,Chairs,207.846,3,0.1,2.3094,,3.273,-2.5093,,,,,,,
20-01-2019,26-01-2019,Technology,Phones,160.776,3,0.2,10.0485,,3.29,1.4805,,,,,,,
20-01-2019,25-01-2019,Office Supplies,Art,24.2,5,0,7.986,,3.304,2.1476,,,,,,,
20-01-2019,25-01-2019,Technology,Phones,359.976,3,0.2,130.4913,,3.312,0.6624,,,,,,,
20-01-2019,26-01-2019,Office Supplies,Art,3.52,2,0,1.0208,,3.318,-5.6406,,,,,,,
20-01-2019,21-01-2019,Office Supplies,Labels,11.52,5,0.2,4.176,,3.328,0.416,,,,,,,
21-01-2019,25-01-2019,Office Supplies,Storage,242.94,3,0,9.7176,,3.36,0.8736,,,,,,,
21-01-2019,25-01-2019,Technology,Accessories,179.97,3,0,86.3856,,3.424,1.07,,,,,,,
21-01-2019,25-01-2019,Office Supplies,Binders,99.696,6,0.2,33.6474,,3.444,-2.7552,,,,,,,
21-01-2019,25-01-2019,Office Supplies,Binders,27.936,4,0.2,9.4284,,3.52,3.7312,,,,,,,
21-01-2019,25-01-2019,Furniture,Bookcases,84.98,1,0,18.6956,,3.552,1.2432,,,,,,,
21-01-2019,25-01-2019,Office Supplies,Binders,18.72,5,0.2,6.552,,3.564,-12.474,,,,,,,
21-01-2019,26-01-2019,Office Supplies,Storage,348.208,7,0.2,30.4682,,3.564,-2.97,,,,,,,
21-01-2019,26-01-2019,Office Supplies,Binders,35.784,7,0.7,-28.6272,,3.6,1.728,,,,,,,
21-01-2019,27-01-2019,Office Supplies,Binders,14.4,5,0,7.056,,3.62,1.1946,,,,,,,
21-01-2019,27-01-2019,Technology,Accessories,619.95,5,0,111.591,,3.648,-2.7968,,,,,,,
21-01-2019,27-01-2019,Office Supplies,Binders,89.52,4,0,42.0744,,3.744,1.3104,,,,,,,
21-01-2019,27-01-2019,Technology,Machines,350.973,3,0.1,152.0883,,3.75,1.8,,,,,,,
21-01-2019,27-01-2019,Technology,Phones,164.99,1,0,49.497,,3.76,3.4968,,,,,,,
21-01-2019,25-01-2019,Office Supplies,Envelopes,268.576,4,0.2,90.6444,,3.798,-2.6586,,,,,,,
22-01-2019,27-01-2019,Technology,Copiers,2999.95,5,0,1379.977,,3.816,1.1925,,,,,,,
22-01-2019,27-01-2019,Office Supplies,Storage,51.45,3,0,13.8915,,3.856,1.3978,,,,,,,
22-01-2019,27-01-2019,Office Supplies,Paper,11.96,2,0,5.382,,3.882,-5.176,,,,,,,
22-01-2019,27-01-2019,Office Supplies,Storage,1126.02,3,0,56.301,,3.89,2.8786,,,,,,,
22-01-2019,25-01-2019,Office Supplies,Fasteners,15.12,5,0.2,4.914,,3.912,1.2714,,,,,,,
22-01-2019,25-01-2019,Office Supplies,Art,7.872,3,0.2,0.8856,,3.984,-2.6892,,,,,,,
23-01-2019,25-01-2019,Furniture,Tables,210.98,2,0,21.098,,4.064,1.3716,,,,,,,
23-01-2019,28-01-2019,Office Supplies,Binders,19.68,5,0.2,6.888,,4.086,-2.9964,,,,,,,
23-01-2019,28-01-2019,Office Supplies,Paper,25.92,4,0,12.4416,,4.144,-6.4232,,,,,,,
23-01-2019,28-01-2019,Office Supplies,Paper,6.48,1,0,3.1104,,4.158,-3.465,,,,,,,
23-01-2019,28-01-2019,Technology,Phones,86.352,6,0.2,8.6352,,4.17,1.0842,,,,,,,
23-01-2019,27-01-2019,Technology,Accessories,95.984,2,0.2,11.998,,4.24,-6.36,,,,,,,
23-01-2019,27-01-2019,Office Supplies,Binders,4.938,2,0.7,-3.6212,,4.26,1.7466,,,,,,,
24-01-2019,30-01-2019,Office Supplies,Fasteners,5.67,3,0,0.1134,,4.276,-6.6278,,,,,,,
24-01-2019,29-01-2019,Office Supplies,Appliances,25.86,3,0,6.7236,,4.28,1.926,,,,,,,
24-01-2019,29-01-2019,Office Supplies,Binders,276.784,2,0.2,89.9548,,4.3,1.419,,,,,,,
24-01-2019,29-01-2019,Technology,Phones,110.352,3,0.2,8.2764,,4.36,2.1364,,,,,,,
26-01-2019,31-01-2019,Office Supplies,Art,15.47,7,0,4.1769,,4.368,0.3822,,,,,,,
26-01-2019,31-01-2019,Office Supplies,Binders,7.16,2,0,3.4368,,4.368,-3.0576,,,,,,,
26-01-2019,27-01-2019,Office Supplies,Storage,18.16,2,0.2,1.816,,4.41,2.0286,,,,,,,
26-01-2019,30-01-2019,Office Supplies,Fasteners,11.84,8,0,5.6832,,4.419,-3.0933,,,,,,,
26-01-2019,31-01-2019,Furniture,Furnishings,62.72,4,0,24.4608,,4.448,2.5576,,,,,,,
26-01-2019,31-01-2019,Technology,Phones,2939.93,7,0,764.3818,,4.464,0.3348,,,,,,,
27-01-2019,30-01-2019,Office Supplies,Art,14.016,3,0.2,1.752,,4.503,-3.6024,,,,,,,
27-01-2019,30-01-2019,Technology,Accessories,71.976,3,0.2,-8.997,,4.54,2.043,,,,,,,
27-01-2019,30-01-2019,Technology,Phones,107.982,3,0.4,-26.9955,,4.554,-3.4914,,,,,,,
27-01-2019,31-01-2019,Technology,Phones,137.94,3,0,35.8644,,4.572,-3.81,,,,,,,
28-01-2019,31-01-2019,Technology,Accessories,239.97,3,0,26.3967,,4.608,4.8384,,,,,,,
28-01-2019,31-01-2019,Furniture,Furnishings,37.74,3,0,12.8316,,4.656,1.5714,,,,,,,
28-01-2019,01-02-2019,Office Supplies,Paper,279.9,5,0,137.151,,4.672,1.5768,,,,,,,
28-01-2019,01-02-2019,Technology,Accessories,449.91,9,0,157.4685,,4.752,-3.168,,,,,,,
29-01-2019,02-02-2019,Office Supplies,Binders,12.128,4,0.8,-20.6176,,4.768,-0.298,,,,,,,
29-01-2019,02-02-2019,Office Supplies,Art,8.34,3,0,2.1684,,4.824,1.7487,,,,,,,
29-01-2019,02-02-2019,Office Supplies,Supplies,8.57,1,0,2.2282,,4.842,-6.9402,,,,,,,
29-01-2019,02-02-2019,Office Supplies,Binders,119.616,8,0.2,40.3704,,4.86,-3.564,,,,,,,
29-01-2019,05-02-2019,Office Supplies,Labels,5.22,2,0,2.4012,,4.89,2.0049,,,,,,,
29-01-2019,01-02-2019,Office Supplies,Art,4.768,2,0.2,0.4768,,4.896,1.6524,,,,,,,
29-01-2019,31-01-2019,Office Supplies,Paper,12.96,2,0,6.2208,,4.91,2.4059,,,,,,,
29-01-2019,31-01-2019,Office Supplies,Paper,94.85,5,0,45.528,,4.92,2.214,,,,,,,
29-01-2019,31-01-2019,Office Supplies,Storage,13.48,1,0,3.5048,,4.928,3.4496,,,,,,,
29-01-2019,31-01-2019,Furniture,Furnishings,14.91,3,0,4.6221,,4.938,-3.6212,,,,,,,
30-01-2019,05-02-2019,Office Supplies,Binders,18.28,2,0,9.14,,4.95,2.178,,,,,,,
30-01-2019,05-02-2019,Technology,Phones,207,3,0,51.75,,4.956,-3.7996,,,,,,,
30-01-2019,05-02-2019,Office Supplies,Binders,32.35,5,0,16.175,,4.96,2.3312,,,,,,,
30-01-2019,05-02-2019,Office Supplies,Binders,7.71,1,0,3.4695,,5.04,1.764,,,,,,,
30-01-2019,05-02-2019,Office Supplies,Art,40.3,2,0,10.881,,5.16,1.3416,,,,,,,
30-01-2019,05-02-2019,Furniture,Furnishings,34.58,7,0,14.5236,,5.184,7.2576,,,,,,,
30-01-2019,30-01-2019,Office Supplies,Storage,129.3,2,0,6.465,,5.193,-3.462,,,,,,,
30-01-2019,06-02-2019,Office Supplies,Art,12.74,7,0,5.733,,5.2,0.585,,,,,,,
30-01-2019,06-02-2019,Office Supplies,Art,8.82,3,0,2.3814,,5.22,2.4012,,,,,,,
30-01-2019,06-02-2019,Furniture,Chairs,120.784,1,0.2,-13.5882,,5.229,-4.1832,,,,,,,
30-01-2019,04-02-2019,Furniture,Chairs,419.136,4,0.2,-68.1096,,5.232,-8.1096,,,,,,,
30-01-2019,06-02-2019,Furniture,Tables,69.375,1,0.5,-47.175,,5.248,2.3616,,,,,,,
30-01-2019,06-02-2019,Office Supplies,Supplies,31.68,4,0.2,2.772,,5.28,2.376,,,,,,,
30-01-2019,06-02-2019,Technology,Phones,2003.168,4,0.2,250.396,,5.32,2.6068,,,,,,,
30-01-2019,06-02-2019,Office Supplies,Art,9.344,2,0.2,3.1536,,5.328,-3.552,,,,,,,
30-01-2019,02-02-2019,Technology,Phones,604.768,4,0.2,60.4768,,5.344,2.6052,,,,,,,
02-02-2019,05-02-2019,Technology,Phones,59.97,5,0.4,-11.994,,5.346,-4.455,,,,,,,
02-02-2019,05-02-2019,Office Supplies,Paper,78.304,2,0.2,29.364,,5.4,2.592,,,,,,,
02-02-2019,05-02-2019,Office Supplies,Fasteners,21.456,9,0.2,6.9732,,5.432,-13.58,,,,,,,
02-02-2019,07-02-2019,Furniture,Furnishings,86.26,2,0,29.3284,,5.552,-1.041,,,,,,,
02-02-2019,07-02-2019,Office Supplies,Storage,139.04,4,0,38.9312,,5.56,8.0064,,,,,,,
02-02-2019,07-02-2019,Office Supplies,Appliances,46.8,4,0,16.38,,5.56,1.7375,,,,,,,
02-02-2019,07-02-2019,Furniture,Furnishings,210.58,2,0,12.6348,,5.58,1.5624,,,,,,,
02-02-2019,07-02-2019,Office Supplies,Binders,30.96,2,0.2,10.062,,5.588,-15.0876,,,,,,,
02-02-2019,07-02-2019,Technology,Machines,239.984,2,0.2,38.9974,,5.607,-8.2236,,,,,,,
03-02-2019,08-02-2019,Office Supplies,Binders,5.229,3,0.7,-4.1832,,5.67,0.1134,,,,,,,
03-02-2019,08-02-2019,Office Supplies,Storage,285.552,2,0.2,35.694,,5.68,1.7608,,,,,,,
03-02-2019,08-02-2019,Office Supplies,Binders,3.882,2,0.7,-2.588,,5.682,-3.788,,,,,,,
03-02-2019,08-02-2019,Office Supplies,Paper,115.296,3,0.2,40.3536,,5.715,-9.525,,,,,,,
03-02-2019,07-02-2019,Office Supplies,Paper,5.184,1,0.2,1.8144,,5.76,9.9648,,,,,,,
03-02-2019,07-02-2019,Office Supplies,Paper,65.584,2,0.2,23.7742,,5.78,8.381,,,,,,,
03-02-2019,07-02-2019,Furniture,Furnishings,22.2,1,0.6,-26.085,,5.8,-10.15,,,,,,,
03-02-2019,07-02-2019,Office Supplies,Paper,419.4,5,0.2,146.79,,5.82,2.7354,,,,,,,
04-02-2019,09-02-2019,Office Supplies,Appliances,32.67,3,0,8.4942,,5.88,6.174,,,,,,,
05-02-2019,08-02-2019,Office Supplies,Binders,243.992,4,0.8,-426.986,,5.904,1.9926,,,,,,,
05-02-2019,08-02-2019,Office Supplies,Art,7.12,5,0.2,0.712,,5.936,-8.904,,,,,,,
05-02-2019,09-02-2019,Office Supplies,Appliances,1640.7,5,0,459.396,,5.94,0.1188,,,,,,,
05-02-2019,09-02-2019,Technology,Phones,371.2,5,0.2,41.76,,5.952,0.372,,,,,,,
06-02-2019,09-02-2019,Furniture,Bookcases,359.97,3,0,79.1934,,5.96,1.6688,,,,,,,
06-02-2019,11-02-2019,Furniture,Bookcases,240.784,1,0.2,30.098,,5.97,-4.577,,,,,,,
06-02-2019,12-02-2019,Technology,Phones,227.46,6,0,65.9634,,5.98,1.5548,,,,,,,
06-02-2019,12-02-2019,Office Supplies,Binders,46.24,4,0.2,15.606,,5.984,2.244,,,,,,,
06-02-2019,13-02-2019,Office Supplies,Paper,29.9,5,0,13.455,,6,2.1,,,,,,,
09-02-2019,14-02-2019,Office Supplies,Binders,252.784,4,0.8,-417.0936,,6.03,2.9547,,,,,,,
09-02-2019,14-02-2019,Technology,Accessories,127.984,2,0.2,15.998,,6.08,2.0672,,,,,,,
09-02-2019,14-02-2019,Furniture,Furnishings,3.984,2,0.6,-2.6892,,6.104,-9.156,,,,,,,
09-02-2019,14-02-2019,Office Supplies,Appliances,12.992,2,0.8,-32.48,,6.16,5.9136,,,,,,,
09-02-2019,14-02-2019,Furniture,Furnishings,21.12,4,0,6.5472,,6.208,0.6984,,,,,,,
09-02-2019,13-02-2019,Office Supplies,Storage,354.9,5,0,17.745,,6.216,-4.9728,,,,,,,
10-02-2019,14-02-2019,Furniture,Bookcases,203.983,2,0.15,16.7986,,6.24,5.6784,,,,,,,
10-02-2019,13-02-2019,Office Supplies,Paper,23.12,4,0,11.3288,,6.258,-5.215,,,,,,,
11-02-2019,14-02-2019,Office Supplies,Binders,21.336,7,0.2,7.7343,,6.264,2.0358,,,,,,,
11-02-2019,13-02-2019,Furniture,Chairs,963.136,4,0.2,108.3528,,6.316,-10.4214,,,,,,,
11-02-2019,13-02-2019,Technology,Phones,88.776,3,0.2,7.7679,,6.33,-9.8115,,,,,,,
11-02-2019,15-02-2019,Office Supplies,Labels,20.7,2,0,9.936,,6.368,2.388,,,,,,,
11-02-2019,14-02-2019,Furniture,Furnishings,147.568,2,0.2,-3.6892,,6.37,-9.555,,,,,,,
13-02-2019,19-02-2019,Office Supplies,Art,6.63,3,0,1.7901,,6.408,0.6408,,,,,,,
13-02-2019,19-02-2019,Technology,Accessories,799.96,4,0,343.9828,,6.464,-4.04,,,,,,,
13-02-2019,19-02-2019,Furniture,Furnishings,107.53,1,0,21.506,,6.47,-9.705,,,,,,,
13-02-2019,20-02-2019,Office Supplies,Supplies,25.02,3,0,6.5052,,6.48,15.6168,,,,,,,
13-02-2019,20-02-2019,Office Supplies,Art,10.71,3,0,2.7846,,6.54,2.1582,,,,,,,
13-02-2019,17-02-2019,Office Supplies,Paper,17.94,3,0,8.7906,,6.56,5.7072,,,,,,,
13-02-2019,17-02-2019,Office Supplies,Appliances,90.64,8,0,38.9752,,6.57,1.7739,,,,,,,
16-02-2019,20-02-2019,Office Supplies,Paper,37.94,2,0,18.2112,,6.576,0.5754,,,,,,,
16-02-2019,21-02-2019,Office Supplies,Storage,579.51,3,0,81.1314,,6.63,8.4864,,,,,,,
16-02-2019,21-02-2019,Technology,Phones,14.99,1,0,7.3451,,6.672,2.6688,,,,,,,
16-02-2019,21-02-2019,Office Supplies,Fasteners,18.368,2,0.2,6.1992,,6.672,5.0874,,,,,,,
16-02-2019,21-02-2019,Furniture,Chairs,600.558,3,0.3,-8.5794,,6.68,3.2064,,,,,,,
16-02-2019,21-02-2019,Office Supplies,Storage,50.352,3,0.2,-8.1822,,6.696,0.5022,,,,,,,
16-02-2019,21-02-2019,Office Supplies,Art,28.032,6,0.2,3.504,,6.744,-11.4648,,,,,,,
16-02-2019,21-02-2019,Furniture,Furnishings,7.692,1,0.6,-3.6537,,6.783,-4.7481,,,,,,,
17-02-2019,22-02-2019,Furniture,Tables,480.96,3,0.5,-269.3376,,6.848,5.0504,,,,,,,
17-02-2019,22-02-2019,Technology,Phones,124.792,1,0.2,10.9193,,6.874,-10.6547,,,,,,,
17-02-2019,21-02-2019,Technology,Phones,29.16,3,0,8.4564,,6.88,2.322,,,,,,,
17-02-2019,23-02-2019,Office Supplies,Paper,11.76,2,0,5.7624,,6.888,-11.0208,,,,,,,
17-02-2019,23-02-2019,Office Supplies,Storage,166.45,5,0,39.948,,6.912,0.864,,,,,,,
17-02-2019,19-02-2019,Furniture,Bookcases,89.0664,1,0.32,-17.0274,,6.976,-1.3952,,,,,,,
17-02-2019,19-02-2019,Office Supplies,Art,175.44,6,0.2,52.632,,6.98,3.3504,,,,,,,
17-02-2019,19-02-2019,Technology,Phones,438.336,4,0.2,-87.6672,,6.984,2.3571,,,,,,,
17-02-2019,20-02-2019,Furniture,Tables,455.97,5,0.4,-106.393,,6.99,2.0271,,,,,,,
17-02-2019,20-02-2019,Office Supplies,Binders,5.715,5,0.7,-4.7625,,7.04,2.0416,,,,,,,
17-02-2019,20-02-2019,Technology,Phones,57.594,1,0.4,-11.5188,,7.056,4.41,,,,,,,
17-02-2019,20-02-2019,Furniture,Furnishings,30.144,2,0.2,8.2896,,7.12,0.712,,,,,,,
17-02-2019,20-02-2019,Furniture,Chairs,899.43,5,0.3,-12.849,,7.16,7.0168,,,,,,,
18-02-2019,21-02-2019,Technology,Phones,167.976,3,0.2,10.4985,,7.168,0.9856,,,,,,,
18-02-2019,21-02-2019,Technology,Accessories,109.53,3,0,47.0979,,7.184,2.245,,,,,,,
18-02-2019,21-02-2019,Office Supplies,Labels,9.82,2,0,4.8118,,7.236,-6.03,,,,,,,
19-02-2019,21-02-2019,Office Supplies,Appliances,1245.86,7,0,361.2994,,7.28,3.4944,,,,,,,
19-02-2019,23-02-2019,Office Supplies,Fasteners,11.22,3,0,0.2244,,7.3,2.19,,,,,,,
19-02-2019,20-02-2019,Office Supplies,Art,12.84,3,0,3.4668,,7.31,3.4357,,,,,,,
19-02-2019,20-02-2019,Furniture,Furnishings,44.67,3,0,12.0609,,7.38,6.9372,,,,,,,
20-02-2019,23-02-2019,Furniture,Furnishings,22.23,1,0,7.3359,,7.4,3.034,,,,,,,
20-02-2019,23-02-2019,Technology,Phones,215.968,2,0.2,18.8972,,7.41,3.4827,,,,,,,
20-02-2019,25-02-2019,Office Supplies,Art,6.56,2,0,1.9024,,7.42,3.71,,,,,,,
20-02-2019,25-02-2019,Office Supplies,Appliances,13.11,3,0,3.4086,,7.476,-5.9808,,,,,,,
20-02-2019,25-02-2019,Office Supplies,Fasteners,9.432,3,0.2,3.0654,,7.518,-5.7638,,,,,,,
20-02-2019,27-02-2019,Technology,Phones,333.576,3,0.2,25.0182,,7.536,-13.188,,,,,,,
20-02-2019,27-02-2019,Technology,Accessories,31.992,1,0.2,4.7988,,7.56,3.0996,,,,,,,
20-02-2019,27-02-2019,Office Supplies,Storage,51.168,2,0.2,-6.396,,7.58,2.9562,,,,,,,
20-02-2019,27-02-2019,Office Supplies,Envelopes,10.64,5,0.2,3.857,,7.61,3.5767,,,,,,,
20-02-2019,27-02-2019,Furniture,Furnishings,68.704,2,0.2,16.3172,,7.656,-6.1248,,,,,,,
20-02-2019,27-02-2019,Furniture,Tables,386.91,9,0.5,-185.7168,,7.692,-3.6537,,,,,,,
21-02-2019,26-02-2019,Technology,Accessories,47.904,1,0.2,-2.994,,7.71,3.4695,,,,,,,
23-02-2019,01-03-2019,Office Supplies,Paper,37.44,6,0,16.848,,7.712,1.7352,,,,,,,
